1 21:4.94535e-135 31:0.130324 84:0.0442443 94:0.0860801 104:6.39915e-25 127:1.25666e-15 137:0.00795852 147:0.0646257 157:0.0205578 167:0.0371825 177:3.25674e-15 
1 21:5.47672e-154 31:0.134518 84:0.0458072 94:0.0887107 104:2.12825e-31 127:7.92263e-19 137:0.0107714 147:0.0666032 157:0.0211707 167:0.0359725 177:2.05325e-18 
1 21:5.09515e-55 31:0.161263 84:0.0464123 94:0.114677 104:0.000174086 127:5.49443e-09 137:0.011668 147:0.0794128 157:0.0242942 167:0.0458884 177:1.37502e-08 
1 21:2.58624e-78 31:0.164499 84:0.036391 94:0.128108 104:1.59331e-11 127:0.0350015 137:0.0128544 147:0.0127676 157:8.50412e-16 167:0.0161545 177:0.0877213 
1 21:7.093e-108 31:0.140939 84:0.0457664 94:0.0951729 104:4.11743e-08 127:1.51178e-05 137:0.0105863 147:0.0701683 157:0.0211575 167:0.038973 177:3.91741e-05 
1 21:9.67974e-124 31:0.139773 84:0.0474519 94:0.0923209 104:4.98118e-18 127:1.82897e-15 137:0.00853572 147:0.0693109 157:0.0220481 167:0.039878 177:4.73932e-15 
1 21:3.77727e-129 31:0.154022 84:0.0522894 94:0.101733 104:7.2357e-18 127:2.65686e-15 137:0.00940617 147:0.0763771 157:0.0242958 167:0.0439433 177:6.88459e-15 
1 21:1.40278e-34 31:0.16026 84:0.0461167 94:0.11397 104:0.000173026 127:1.42384e-05 137:0.0115967 147:0.0788902 157:0.0241321 167:0.0455889 177:3.74235e-05 
1 21:2.65828e-71 31:0.153692 84:0.0488819 94:0.10481 104:3.91296e-08 127:2.55848e-22 137:0.0124209 147:0.0760081 157:0.0234278 167:0.0418351 177:6.40278e-22 
1 21:2.01375e-67 31:0.175954 84:0.0391829 94:0.136677 104:9.43527e-05 127:0.0373637 137:0.0177439 147:0.0131549 157:1.33025e-05 167:0.0116273 177:0.096051 
1 21:4.97626e-80 31:0.146237 84:0.0550832 94:0.0911538 104:5.07892e-08 127:2.01125e-05 137:0.00518456 147:0.0683172 157:0.0267031 167:0.0459604 177:5.17034e-05 
1 21:7.68962e-86 31:0.16086 84:0.0606056 94:0.100255 104:1.66038e-14 127:6.57512e-12 137:0.00569748 147:0.0751913 157:0.0293909 167:0.0505807 177:1.69027e-11 
1 21:1.42844e-17 31:0.165771 84:0.0477084 94:0.117884 104:0.000178972 127:1.38618e-15 137:0.0119978 147:0.0816305 157:0.024972 167:0.0471708 177:3.94419e-15 
1 21:4.44464e-34 31:0.183934 84:0.0529373 94:0.130799 104:0.000198548 127:9.05831e-09 137:0.0133083 147:0.090577 157:0.0277096 167:0.0523395 177:2.22282e-08 
1 21:5.4584e-47 31:0.199947 84:0.0575459 94:0.142185 104:0.000215826 127:1.09985e-08 137:0.0144669 147:0.0984623 157:0.0301219 167:0.056896 177:2.69893e-08 
1 21:8.61065e-50 31:0.215506 84:0.0620241 94:0.15325 104:0.000232612 127:7.39552e-12 137:0.0155926 147:0.106124 157:0.0324659 167:0.0613234 177:1.81479e-11 
1 21:2.3715e-64 31:0.16485 84:0.0542192 94:0.110631 104:8.31748e-08 127:1.67181e-05 137:0.01151 147:0.0813538 157:0.027148 167:0.0447801 177:4.18369e-05 
1 21:2.46658e-24 31:0.165595 84:0.0476576 94:0.117758 104:0.000178782 127:7.13596e-09 137:0.011985 147:0.0815436 157:0.0249455 167:0.0471206 177:1.75109e-08 
1 21:5.64447e-41 31:0.176728 84:0.0508633 94:0.125674 104:0.000190773 127:7.34274e-09 137:0.012787 147:0.0870285 157:0.026624 167:0.050289 177:1.92993e-08 
1 21:8.63053e-21 31:0.17668 84:0.0508479 94:0.125641 104:0.000190748 127:8.37541e-19 137:0.0127875 147:0.0870022 157:0.0266153 167:0.0502749 177:2.38311e-18 
1 21:4.79913e-85 31:0.159646 84:0.0355502 94:0.12401 104:8.56471e-05 127:0.0339012 137:0.0161027 147:0.0119331 157:1.05176e-05 167:0.0105484 177:0.0871502 
1 21:1.74011e-51 31:0.165197 84:0.0475443 94:0.117474 104:0.00017833 127:5.62336e-09 137:0.0119526 147:0.0813497 157:0.0248867 167:0.0470076 177:1.5186e-08 
1 21:1.73032e-57 31:0.184577 84:0.0531222 94:0.131255 104:0.000199243 127:1.72773e-15 137:0.0133548 147:0.0908933 157:0.0278064 167:0.0525223 177:4.54108e-15 
1 21:2.42462e-24 31:0.166275 84:0.0478533 94:0.118242 104:0.000179517 127:7.10595e-09 137:0.0120342 147:0.0818785 157:0.0250479 167:0.0473141 177:1.74373e-08 
1 21:8.35689e-48 31:0.174376 84:0.0501862 94:0.124001 104:0.000188236 127:3.05128e-12 137:0.0126167 147:0.08587 157:0.0262696 167:0.0496196 177:8.01981e-12 
1 21:4.97017e-07 31:0.101772 84:0.00291708 94:0.0988556 104:4.7031e-119 127:0.00282356 137:9.37231e-08 147:2.0693e-05 157:4.23492e-05 167:0.0166891 177:0.0821968 
1 21:0.000630545 31:0.157628 84:0.118694 94:0.0395644 104:8.53868e-104 127:3.29485e-09 137:0.00013161 147:0.0263082 157:0.0537516 167:0.0780674 177:4.97052e-08 
1 21:4.57876e-07 31:0.104692 84:0.00299097 94:0.101702 104:1.35792e-134 127:0.00290496 137:5.30743e-08 147:1.88927e-05 157:3.89189e-05 167:0.0171636 177:0.0845665 
1 21:4.38974e-07 31:0.0989774 84:0.0028288 94:0.0961491 104:1.7292e-119 127:0.00274634 137:5.22277e-08 147:1.81196e-05 157:3.73161e-05 167:0.0162271 177:0.0799489 
1 21:0.00055409 31:0.137911 84:0.104066 94:0.0343993 104:3.56383e-95 127:2.73924e-09 137:6.1317e-05 147:0.0228433 157:0.0470832 167:0.0684776 177:4.13234e-08 
1 21:3.93648e-07 31:0.101129 84:0.00288031 94:0.0982491 104:1.87558e-141 127:0.00280642 137:3.24533e-08 147:1.61749e-05 157:3.34219e-05 167:0.0165753 177:0.081698 
1 21:0.000532374 31:0.132252 84:0.099888 94:0.0328961 104:1.83169e-80 127:2.6252e-17 137:3.60148e-05 147:0.0218321 157:0.0451743 167:0.0657416 177:4.27638e-17 
1 21:0.000501037 31:0.124524 84:0.0940305 94:0.0309941 104:9.09625e-93 127:4.65284e-17 137:3.89671e-05 147:0.0205727 157:0.0425294 167:0.0618835 177:7.58063e-17 
1 21:0.000478258 31:0.118832 84:0.0897438 94:0.0295668 104:2.01904e-117 127:2.6566e-09 137:3.4505e-05 147:0.0196238 157:0.0405883 167:0.0590639 177:4.00767e-08 
1 21:1.01412e-13 31:0.30429 84:0.0835019 94:0.220789 104:7.6496e-85 127:0.0825148 137:0.000987078 147:0.00875449 157:8.59854e-12 167:0.0408247 177:0.171209 
1 21:1.50464e-26 31:0.317169 84:0.0870355 94:0.230134 104:4.94094e-107 127:0.086007 137:0.00102845 147:0.00912751 157:1.27607e-24 167:0.0425549 177:0.178451 
1 21:1.00276e-48 31:0.336147 84:0.0922432 94:0.243904 104:2.36734e-17 127:0.0911532 137:0.00108999 147:0.00967364 157:8.50526e-47 167:0.0451012 177:0.189129 
1 21:8.00726e-74 31:0.327853 84:0.0864156 94:0.241302 104:0.000135771 127:0.0842425 137:0.00217311 147:0.00530192 157:6.79115e-72 167:0.0459225 177:0.190213 
1 21:9.95257e-14 31:0.306966 84:0.0842359 94:0.22273 104:7.98867e-85 127:0.0832402 137:0.000995756 147:0.00883144 157:8.43945e-12 167:0.0411836 177:0.172715 
1 21:1.47808e-42 31:0.323225 84:0.0886972 94:0.234527 104:1.92166e-17 127:0.0876491 137:0.00104809 147:0.00930178 157:1.25357e-40 167:0.0433673 177:0.181858 
1 21:6.24812e-68 31:0.314612 84:0.0829254 94:0.231556 104:0.000130292 127:0.08084 137:0.00208537 147:0.00508766 157:5.29909e-66 167:0.0440679 177:0.182531 
1 21:1.24324e-118 31:0.269566 84:0.0334525 94:0.236113 104:5.97393e-11 127:0.0334525 137:9.56063e-10 147:2.33225e-09 157:4.09026e-116 167:0.0271647 177:0.208949 
1 21:0.000510564 31:0.126862 84:0.0958068 94:0.0315655 104:9.52695e-87 127:3.17101e-17 137:3.70623e-05 147:0.0209505 157:0.0433307 167:0.0630541 177:5.16546e-17 
1 21:0.000480337 31:0.119354 84:0.0901358 94:0.0296984 104:8.8336e-93 127:5.19821e-19 137:3.51118e-05 147:0.0197114 157:0.040766 167:0.0593216 177:1.26967e-17 
1 21:2.32075e-10 31:0.341242 84:0.089354 94:0.251888 104:1.26451e-142 127:0.0876301 137:0.00172383 147:0.00416594 157:1.96907e-08 167:0.0413829 177:0.206339 
1 21:0.000562076 31:0.139959 84:0.10559 94:0.0349318 104:8.8238e-114 127:2.93234e-09 137:6.76275e-05 147:0.0232 157:0.0477769 167:0.0694769 177:4.42364e-08 
1 21:0.000485357 31:0.120547 84:0.0910567 94:0.0299759 104:6.95075e-84 127:2.51513e-17 137:3.06206e-05 147:0.0198928 157:0.0411786 167:0.0599305 177:4.09709e-17 
1 21:2.13349e-10 31:0.328646 84:0.0860698 94:0.242576 104:1.32654e-105 127:0.0844099 137:0.00165979 147:0.00401406 157:1.81027e-08 167:0.0398542 177:0.198708 
1 21:0.0004886 31:0.121302 84:0.0916453 94:0.0301454 104:1.17088e-74 127:1.71827e-17 137:2.62876e-05 147:0.0200028 157:0.0414411 167:0.0603206 177:2.79904e-17 
1 21:1.18387e-13 31:0.320583 84:0.0879728 94:0.232611 104:5.70296e-97 127:0.0869328 137:0.00103995 147:0.00922304 157:1.00421e-11 167:0.0430104 177:0.180377 
1 21:5.675e-36 31:0.333248 84:0.0914476 94:0.2418 104:5.54136e-11 127:0.090367 137:0.00108059 147:0.0095902 157:4.81363e-34 167:0.0447122 177:0.187498 
1 21:1.18141e-67 31:0.32274 84:0.0850678 94:0.237539 104:0.000133655 127:0.0829286 137:0.00213923 147:0.00521918 157:1.002e-65 167:0.0452063 177:0.187247 
1 21:0.000522265 31:0.129787 84:0.0980093 94:0.0322996 104:1.13566e-86 127:3.25181e-17 137:3.94903e-05 147:0.0214386 157:0.0443281 167:0.0645027 177:5.29707e-17 
1 21:0.00049006 31:0.121779 84:0.0919641 94:0.0303053 104:6.52987e-96 127:5.07998e-17 137:3.66771e-05 147:0.0201147 157:0.0415936 167:0.0605244 177:8.2765e-17 
1 21:3.24168e-07 31:0.336575 84:0.0881869 94:0.248388 104:1.49032e-114 127:0.0864259 137:0.0017002 147:0.00412207 157:2.75065e-05 167:0.0408444 177:0.203455 
1 21:0.000569623 31:0.141847 84:0.107011 94:0.0354057 104:4.34843e-95 127:2.79063e-09 137:6.92547e-05 147:0.0235151 157:0.0484204 167:0.0704114 177:4.20986e-08 
1 21:3.88967e-07 31:0.0964323 84:0.00274901 94:0.0936836 104:4.19049e-123 127:0.00267599 137:3.44453e-08 147:1.59948e-05 157:3.30312e-05 167:0.0158066 177:0.077901 
1 21:0.000533634 31:0.13274 84:0.100193 94:0.0330804 104:1.72523e-95 127:2.53123e-09 137:5.18253e-05 147:0.0219634 157:0.0453249 167:0.065933 177:3.81855e-08 
1 21:3.598e-07 31:0.0941802 84:0.00268115 94:0.0914994 104:1.41255e-126 127:0.00261363 137:2.7006e-08 147:1.47704e-05 157:3.05404e-05 167:0.0154358 177:0.0760857 
1 21:0.00050052 31:0.124262 84:0.0938812 94:0.0308808 104:1.2269e-74 127:1.70198e-17 137:2.6917e-05 147:0.0204907 157:0.0424521 167:0.0617922 177:2.77249e-17 
1 21:1.17311e-13 31:0.318871 84:0.0875029 94:0.231368 104:4.93944e-97 127:0.0864685 137:0.00103439 147:0.0091738 157:9.95071e-12 167:0.0427807 177:0.179414 
1 21:1.26886e-45 31:0.330073 84:0.0905764 94:0.239497 104:2.18042e-17 127:0.0895061 137:0.00107029 147:0.00949884 157:1.07623e-43 167:0.0442862 177:0.185712 
1 21:6.69006e-87 31:0.320604 84:0.0845047 94:0.235966 104:0.000132772 127:0.0823796 137:0.00212508 147:0.00518459 157:5.67385e-85 167:0.0449071 177:0.186007 
1 21:3.85371e-31 31:0.110589 84:0.000807019 94:0.109782 104:1.73033e-76 127:0.000806813 137:2.05282e-07 147:0.000202011 157:3.67617e-164 167:0.012915 177:0.0966652 
1 21:9.87381e-65 31:0.114428 84:0.00091505 94:0.113513 104:1.38687e-268 127:0.00091505 137:9.46107e-26 147:5.99547e-41 157:8.35983e-63 167:0.0201391 177:0.0933737 
1 21:2.59903e-55 31:0.119648 84:0.000792611 94:0.118855 104:8.4067e-104 127:0.000792611 137:1.88077e-13 147:1.88902e-10 157:9.27718e-192 167:0.018419 177:0.100436 
1 21:1.49481e-37 31:0.111462 84:0.000875069 94:0.110587 104:4.00014e-215 127:0.000875069 137:1.35598e-10 147:8.75151e-20 157:1.26561e-35 167:0.0194221 177:0.0911653 
1 21:3.88841e-16 31:0.108711 84:0.000938721 94:0.107772 104:8.24493e-32 127:0.000751148 137:0.000187572 147:2.51416e-71 157:1.82853e-114 167:0.0146471 177:0.0931249 
1 21:2.98012e-19 31:0.114262 84:0.0023319 94:0.11193 104:4.56058e-179 127:0.00215253 137:0.000179377 147:1.21192e-17 157:2.52317e-17 167:0.0179374 177:0.093993 
1 21:0.000357944 31:0.123233 84:6.33631e-07 94:0.12359 104:1.38465e-10 127:6.33631e-07 137:3.28347e-47 147:3.5819e-44 157:2.17288e-81 167:0.0214942 177:0.102096 
1 21:3.01146e-16 31:0.107469 84:0.00219326 94:0.105275 104:1.99691e-161 127:0.00202454 137:0.000168712 147:1.22466e-14 157:2.5497e-14 167:0.0168709 177:0.0884045 
1 21:4.77121e-56 31:0.113632 84:0.000524299 94:0.113108 104:2.81689e-258 127:0.000524299 137:7.32905e-23 147:3.95343e-35 157:4.03963e-54 167:0.0197548 177:0.0933531 
1 21:1.74135e-49 31:0.113131 84:0.000749277 94:0.112382 104:1.23889e-104 127:0.000749277 137:1.60383e-10 147:1.70826e-07 157:1.65962e-205 167:0.0174157 177:0.0949661 
1 21:2.64148e-16 31:0.105301 84:0.00214902 94:0.103152 104:7.22426e-162 127:0.00198371 137:0.000165309 147:1.0742e-14 157:2.23645e-14 167:0.0165306 177:0.0866214 
1 21:4.77766e-50 31:0.110652 84:0.000510552 94:0.110142 104:1.60958e-243 127:0.000510552 137:7.52468e-20 147:4.51332e-29 157:4.04509e-48 167:0.0192368 177:0.090905 
1 21:1.43033e-49 31:0.11155 84:0.000738803 94:0.110811 104:8.04704e-105 127:0.000738803 137:1.53078e-10 147:1.65282e-07 157:6.80767e-206 167:0.0171724 177:0.0936387 
1 21:1.65363e-22 31:0.103364 84:0.000976105 94:0.102388 104:2.15836e-186 127:0.000975965 137:1.39195e-07 147:6.72479e-21 157:1.40007e-20 167:0.017876 177:0.0845118 
1 21:4.50522e-07 31:0.106403 84:0.000858801 94:0.105545 104:5.9728e-26 127:0.000858801 137:8.24869e-66 147:4.06602e-81 157:3.60749e-100 167:0.0165041 177:0.0890408 
1 21:7.41346e-104 31:0.11585 84:0.000774909 94:0.115075 104:7.11698e-159 127:0.000774909 137:1.5093e-16 147:1.58353e-13 157:2.16798e-283 167:0.0172425 177:0.0978326 
1 21:2.28526e-16 31:0.103594 84:0.00211418 94:0.10148 104:2.47808e-165 127:0.00195155 137:0.000162629 147:9.29339e-15 157:1.93485e-14 167:0.0162627 177:0.0852173 
1 21:0.000335344 31:0.115452 84:4.33684e-07 94:0.115787 104:3.91499e-219 127:4.33684e-07 137:5.01833e-26 147:2.94902e-35 157:2.33212e-54 167:0.020137 177:0.0956503 
1 21:1.20964e-52 31:0.111505 84:0.000738339 94:0.110766 104:6.11449e-108 127:0.000738173 137:1.65686e-07 147:3.31371e-07 157:4.98925e-203 167:0.0171649 177:0.093601 
1 21:4.20421e-41 31:0.105842 84:0.000655507 94:0.105186 104:1.22075e-229 127:0.000655507 137:8.5252e-14 147:4.47452e-23 157:3.55956e-39 167:0.018514 177:0.0866721 
1 21:1.06088e-31 31:0.109722 84:0.000897933 94:0.108824 104:4.1444e-87 127:0.000897775 137:1.57629e-07 147:7.18654e-124 157:2.50692e-164 167:0.0174169 177:0.0914075 
1 21:1.74552e-19 31:0.106867 84:0.00218098 94:0.104686 104:1.732e-177 127:0.00201321 137:0.000167767 147:7.09845e-18 157:1.47787e-17 167:0.0167765 177:0.0879095 
1 21:2.95354e-07 31:0.105664 84:0.0008527 94:0.104812 104:3.24557e-35 127:0.0008527 137:3.58584e-75 147:1.64919e-90 157:1.24636e-109 167:0.0163902 177:0.0884219 
1 21:3.98126e-116 31:0.125993 84:7.19537e-07 94:0.125992 104:3.13819e-171 127:7.19537e-07 137:1.32067e-19 147:1.40265e-16 157:6.69938e-290 167:0.0217462 177:0.104246 
1 21:2.60738e-44 31:0.104477 84:0.000482067 94:0.103995 104:3.08482e-205 127:0.000482067 137:3.26522e-26 147:1.06034e-42 157:2.20759e-42 167:0.0181632 177:0.0858318 
1 21:9.79218e-41 31:0.110604 84:0.000905144 94:0.109698 104:2.07998e-96 127:0.000904988 137:1.55847e-07 147:1.70122e-145 157:7.30253e-198 167:0.0175568 177:0.0921416 
1 21:1.09575e-19 31:0.100046 84:0.00204176 94:0.0980039 104:1.35708e-194 127:0.0018847 137:0.000157059 147:4.45609e-18 157:9.27733e-18 167:0.0157056 177:0.0822983 
1 21:1.44936e-16 31:0.101214 84:0.000817585 94:0.100397 104:5.16707e-54 127:0.000817585 137:2.38342e-97 147:1.27402e-106 157:9.14933e-135 167:0.0156966 177:0.0847 
1 21:4.10088e-138 31:0.112973 84:3.26748e-25 94:0.112973 104:1.56182e-193 127:3.26748e-25 137:5.57734e-35 147:1.11547e-34 157:1.09209e-297 167:0.0222733 177:0.0906996 
1 21:3.60907e-114 31:0.295547 84:0.0366757 94:0.258872 104:8.23259e-55 127:0.0366757 137:4.51806e-13 147:4.00977e-12 157:1.1946e-111 167:0.0297823 177:0.229089 
1 21:5.17792e-153 31:0.245053 84:6.38476e-12 94:0.245053 104:6.32021e-76 127:6.38476e-12 137:1.01131e-53 147:1.07488e-74 157:4.3306e-278 167:0.00621651 177:0.238836 
1 21:4.50527e-184 31:0.250119 84:8.06088e-06 94:0.250111 104:2.86591e-39 127:8.06088e-06 137:4.58664e-38 147:1.11893e-37 157:1.49124e-181 167:0.00913095 177:0.24098 
1 21:2.44285e-210 31:0.235881 84:1.01449e-06 94:0.23588 104:1.07474e-82 127:1.01449e-06 137:1.72025e-81 147:4.19738e-81 157:9.88131e-324 167:0.00598633 177:0.229894 
1 21:3.71509e-29 31:0.360802 84:0.094474 94:0.266328 104:2.63541e-210 127:0.0926514 137:0.00182264 147:0.00440471 157:1.22969e-26 167:0.0437556 177:0.218167 
1 21:7.9124e-23 31:0.300695 84:0.0214763 94:0.279219 104:2.12975e-60 127:0.0214763 137:1.16913e-09 147:2.82541e-09 157:1.96668e-141 167:0.0197296 177:0.259489 
1 21:1.11706e-141 31:0.267569 84:1.81965e-08 94:0.267569 104:2.68374e-197 127:1.81965e-08 137:1.68177e-56 147:2.35004e-246 157:1.02783e-295 167:0.00678792 177:0.260781 
1 21:1.78748e-16 31:0.0995007 84:0.00203064 94:0.0974701 104:2.88997e-169 127:0.00187444 137:0.000156203 147:7.2692e-15 157:1.51341e-14 167:0.0156201 177:0.08185 
1 21:0.000322565 31:0.111047 84:3.92979e-07 94:0.11137 104:2.32518e-214 127:3.92979e-07 137:3.37747e-26 147:1.74347e-35 157:1.2161e-51 167:0.0193687 177:0.092001 
1 21:1.61842e-28 31:0.107619 84:0.000880716 94:0.106738 104:2.95529e-84 127:0.000880565 137:1.50603e-07 147:2.12307e-133 157:8.28581e-186 167:0.017083 177:0.0896549 
1 21:2.79676e-16 31:0.105145 84:0.00214584 94:0.102999 104:1.13608e-158 127:0.00198077 137:0.000165064 147:1.13735e-14 157:2.36792e-14 167:0.0165062 177:0.0864931 
1 21:5.79722e-44 31:0.109334 84:0.000677143 94:0.108657 104:1.08977e-231 127:0.000677143 137:9.9499e-14 147:5.72668e-23 157:4.90831e-42 167:0.019125 177:0.0895321 
1 21:1.99277e-19 31:0.109518 84:0.00089626 94:0.108622 104:2.90848e-50 127:0.000896099 137:1.61427e-07 147:4.99832e-93 157:2.38378e-133 167:0.0173844 177:0.0912372 
1 21:2.64252e-16 31:0.106926 84:0.00218219 94:0.104744 104:2.9882e-174 127:0.00201433 137:0.000167861 147:1.07463e-14 157:2.23733e-14 167:0.0167858 177:0.0879584 
1 21:1.61195e-13 31:0.347106 84:0.0909041 94:0.256202 104:3.62027e-155 127:0.0891511 137:0.00175298 147:0.00423957 157:1.36749e-11 167:0.0420928 177:0.209869 
1 21:1.4958e-105 31:0.276349 84:0.034294 94:0.242055 104:6.39692e-11 127:0.034294 137:1.02387e-09 147:2.49803e-09 157:4.95108e-103 167:0.0278481 177:0.214207 
1 21:1.69292e-13 31:0.351842 84:0.0921445 94:0.259698 104:4.3834e-161 127:0.0903677 137:0.00177689 147:0.00429744 157:1.43614e-11 167:0.0426672 177:0.212733 
1 21:1.29033e-13 31:0.312609 84:0.0473542 94:0.265255 104:1.1408e-200 127:0.0473528 137:1.39433e-06 147:3.37234e-06 157:1.66948e-48 167:0.0318578 177:0.233394 
1 21:1.72832e-16 31:0.100549 84:0.00205203 94:0.0984967 104:2.91692e-172 127:0.00189418 137:0.000157848 147:7.02857e-15 157:1.46331e-14 167:0.0157846 177:0.0827121 
1 21:0.000319692 31:0.110057 84:3.82571e-07 94:0.110376 104:1.38327e-211 127:3.82571e-07 137:2.47785e-29 147:1.93787e-32 157:1.24324e-48 167:0.0191959 177:0.0911803 
1 21:1.39685e-16 31:0.0966239 84:0.00197193 94:0.0946519 104:2.34916e-179 127:0.00182024 137:0.000151687 147:5.68059e-15 157:1.18267e-14 167:0.0151685 177:0.0794835 
1 21:0.000467835 31:0.106228 84:0.000155862 94:0.10654 104:2.22713e-218 127:0.000155862 137:9.83246e-39 147:7.52718e-42 157:6.21199e-67 167:0.0187184 177:0.0878212 
1 21:3.57069e-134 31:0.27824 84:0.0345355 94:0.243705 104:2.91222e-17 127:0.0345355 137:4.66072e-16 147:1.13697e-15 157:1.1819e-131 167:0.0280447 177:0.21566 
1 21:8.36489e-162 31:0.255458 84:8.27231e-06 94:0.25545 104:2.23154e-42 127:8.27231e-06 137:3.57178e-41 147:8.71464e-41 157:4.14715e-197 167:0.00932589 177:0.246124 
1 21:1.15963e-185 31:0.150545 84:2.839e-24 94:0.150545 104:5.61866e-239 127:2.839e-24 137:5.25584e-51 147:5.25584e-51 167:0.0296806 177:0.120865 
1 21:0.000510314 31:0.30203 84:0.0034021 94:0.299138 104:3.43111e-164 127:0.0034021 137:2.35346e-120 147:2.08449e-119 167:0.0188918 177:0.280246 
1 21:3.50732e-10 31:0.117752 84:0.000951183 94:0.116801 104:8.99578e-41 127:0.000951183 137:3.6442e-83 147:3.07803e-92 157:9.87365e-120 167:0.0182613 177:0.09854 
1 21:3.35363e-58 31:0.119459 84:0.000791004 94:0.118668 104:5.236e-113 127:0.000790817 137:1.86899e-07 147:3.73799e-07 157:6.41862e-222 167:0.0183892 177:0.100278 
1 21:4.05541e-43 31:0.117234 84:0.000776269 94:0.116458 104:6.60966e-98 127:0.000776083 137:1.85934e-07 147:3.71869e-07 157:9.69383e-207 167:0.0180466 177:0.0984106 
1 21:5.02369e-184 31:0.14127 84:1.74313e-21 94:0.14127 104:1.04462e-237 127:1.74313e-21 137:2.1138e-48 147:2.1138e-48 167:0.027852 177:0.113418 
1 21:8.72797e-49 31:0.125127 84:0.000828732 94:0.124298 104:3.76555e-103 127:0.000828732 137:2.16402e-10 147:2.08708e-07 157:1.46226e-202 167:0.019262 177:0.105036 
1 21:4.81844e-128 31:0.126504 84:0.000894003 94:0.12561 104:9.04579e-182 127:0.000894003 137:4.04276e-22 147:1.01429e-27 157:7.25897e-292 167:0.0143068 177:0.111303 
1 21:3.11138e-72 31:0.131066 84:0.000876688 94:0.13019 104:3.14548e-126 127:0.000876688 137:5.20104e-13 147:5.20395e-13 157:7.14383e-234 167:0.0195073 177:0.110682 
1 21:6.14095e-31 31:0.114345 84:0.000834417 94:0.113511 104:5.42495e-76 127:0.000834195 137:2.21759e-07 147:0.000208881 157:4.22598e-163 167:0.0133536 177:0.0999482 
1 21:1.22183e-256 31:0.162759 84:5.0689e-24 94:0.162759 104:8.36215e-251 127:5.0689e-24 137:6.55677e-36 147:7.8429e-39 167:0.0320885 177:0.13067 
1 21:2.07357e-189 31:0.163183 84:1.59977e-09 94:0.163183 104:4.16012e-242 127:1.59977e-09 137:1.30652e-15 147:1.56876e-18 167:0.0312706 177:0.131912 
1 21:1.25156e-152 31:0.146372 84:0.00103448 94:0.145338 104:1.20569e-205 127:0.00103389 137:5.85e-07 147:3.25484e-33 167:0.0165481 177:0.128789 
